Asset Class,Asset,Sub-number,Eval. Grp 1-Block,Asset Description,    Acquis.val.,      Book val.
30000,300000127.0,0.0,B044,VD1816 NISSAN X-TRAIL 2.0L CVT,130387.13,1.0
30000,300000143.0,0.0,B044,VBB3624 TOYOTA INNOVA 2.0,128704.87,1.0
30000,300000185.0,0.0,B044,VKR 3879 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000206.0,0.0,B044,VNF 362 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000184.0,0.0,B040,VKR 3937 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000201.0,0.0,B022,VNF 375 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000010.0,0.0,B030,VM3739 NAVARA NP3000 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000054.0,0.0,B030,WSM7892 NISSAN X-TRAIL,124334.1,1.0
30000,300000081.0,0.0,B030,WWL5793 NISSAN X-TRAIL 2.0L,123734.1,1.0
30000,300000123.0,0.0,B030,WC2310K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000145.0,0.0,B030,VBB3644 TOYOTA INNOVA 2.0,128704.87,1.0
30000,300000177.0,0.0,B030,VKR 3914 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000208.0,0.0,B030,VNF 329 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000006.0,0.0,B048,VM3743 NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000073.0,0.0,B048,WUT2653 TOYOTA INNOVA 2.0E (AUTO),96519.1,1.0
30000,300000076.0,0.0,B048,WWL5638 NISSAN X-TRAIL 2.0L,123734.1,1.0
30000,300000114.0,0.0,B048,WC172K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000186.0,0.0,B048,VKR 3901 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000205.0,0.0,B048,VNF 246 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000230.0,0.0,B048,VPH 6091 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000000.0,0.0,B033,VM3745 NISSAN NAVARA NP300 DOUBLE CAB 2.5L (4WD),123691.6,1.0
30000,300000102.0,0.0,B033,W3452R TOYOTA HILUX DOUBLE CAB 2.5 AT,104876.6,1.0
30000,300000115.0,0.0,B033,WC2513K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000146.0,0.0,B033,VBB3596 TOYOTA INNOVA 2.0,128704.87,1.0
30000,300000151.0,0.0,B033,VAY6544 NISSAN X-TRAIL 2.0,125882.2,1.0
30000,300000179.0,0.0,B033,VKR 3860 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000016.0,0.0,B049,VM3684 NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000077.0,0.0,B049,WWL5475 NISSAN X-TRAIL 2.0L,123734.1,1.0
30000,300000099.0,0.0,B049,WA4026Y HONDA CRV.20i - VTEC,149260.8,1.0
30000,300000117.0,0.0,B049,WC159K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000121.0,0.0,B049,WC175K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000187.0,0.0,B049,VKS 2491 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000188.0,0.0,B049,VKR 3904 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000203.0,0.0,B049,VNF 154 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000229.0,0.0,B049,VPH 5251 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000130.0,0.0,B103,VK5797 FORD RANGER 3.2 WILDTRAK,143462.1,1.0
30000,300000131.0,0.0,B103,VK5827 FORD RANGER 3.2 WILDTRAK,143462.1,1.0
30000,300000176.0,0.0,B103,VKR 3918 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000001.0,0.0,B032,SS1064Y NISSAN NAVARA NP300 DOUBLE CAB 2.5L (4WD),126674.6,1.0
30000,300000126.0,0.0,B032,WC6481K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000133.0,0.0,B032,WA904X TOYOTA FORTUNER 2.5G,171802.37,1.0
30000,300000215.0,0.0,B032,VNJ 4674 TOYOTA INNOVA ZENITH 2.0V,170573.5,133615.91
30000,300000004.0,0.0,B034,VM3750 NISSAN /  NP300 NAVARA  2.5VL  AT 4WD,123691.59,1.0
30000,300000124.0,0.0,B034,WC169K NISSAN / NISSAN X-TRAIL 2.0L CVT,130590.95,1.0
30000,300000150.0,0.0,B034,VAY6535 NISSAN / NISSAN X-TRAIL 2.0L CVT,125882.2,1.0
30000,300000163.0,0.0,B034,VCN 4352 TOYOTA /  INNOVA 2.0X AT,132691.0,1.0
30000,300000178.0,0.0,B034,VKR 3940 HONDA /  CR-V 1.5 TC-P 2WD,169353.0,81853.95
30000,300000207.0,0.0,B034,VNF 314 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000002.0,0.0,B022,VM3760 NISSAN NAVARA NP300 DOUBLE CAB 2.5L (4WD),116971.59,1.0
30000,300000027.0,0.0,B022,WQS7691 TOYOTA FORTUNER 2.7,163565.89,1.0
30000,300000037.0,0.0,B022,WRT9587 TOYOTA INNOVA 2.0E (AUTO),93109.2,1.0
30000,300000048.0,0.0,B022,WTK205 ISUZU (D-MAX DOUBLE PICKUP),76204.8,1.0
30000,300000049.0,0.0,B022,WSK3841 BAS E128I (12M) MODEL SCANIA K,539000.0,1.0
30000,300000089.0,0.0,B022,WXL612 INSPIRA 2.0 CVT PREMIUM,94361.8,1.0
30000,300000094.0,0.0,B022,W9784G HYUNDAI GRAND STAREX 2.5(A) FA,166393.55,1.0
30000,300000095.0,0.0,B022,W4476L HONDA CRV 2.0 I-VTEC,144500.0,1.0
30000,300000096.0,0.0,B022,W4469L HONDA CRV 2.0 I-VTEC,144500.0,1.0
30000,300000097.0,0.0,B022,WA931X KENDERAAN TOYOTA INNOVA 2.0,111756.79,1.0
30000,300000100.0,0.0,B022,WA7916X HONDA CRV.20i - VTEC,149260.8,1.0
30000,300000101.0,0.0,B022,WA6324X HONDA CRV.20i - VTEC,149260.8,1.0
30000,300000103.0,0.0,B022,WA1137Y HYUNDAI GRAND STAREX 2.5 (A),178377.55,1.0
30000,300000122.0,0.0,B022,WC176K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000138.0,0.0,B022,W78P PROTON PERDANA 2.4L,179760.77,1.0
30000,300000141.0,0.0,B022,VBA3249 HONDA CRV 2.0,135591.21,1.0
30000,300000142.0,0.0,B022,VBA3241 HONDA CRV 2.0,135591.21,1.0
30000,300000156.0,0.0,B022,VCJ575 PROTON PERDANA 2.0 AUTO METALLIC,104097.71,1.0
30000,300000157.0,0.0,B022,VCM8927 NISSAN X-TRAIL 2.5,139819.6,1.0
30000,300000166.0,0.0,B022,VES 109 TOYOTA CAMRY 2.5 AT,195614.0,1.0
30000,300000174.0,0.0,B022,VKS 2498 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000175.0,0.0,B022,VKR3894 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000191.0,0.0,B022,VKR 3905 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000192.0,0.0,B022,VKR 3945 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000193.0,0.0,B022,VKS 2515 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000221.0,0.0,B022,VPH 7008 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000222.0,0.0,B022,VPH 6008 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000223.0,0.0,B022,VPH 6061 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000224.0,0.0,B022,VPH 6016 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000236.0,0.0,B022,VPE 8930 TOYOTA FORTUNER 2.7 SRZ 4WD,212076.0,194403.0
30000,300000237.0,0.0,B022,VPE 8160 TOYOTA HILUX 2.4V 4WD,153465.0,140676.25
30000,300000239.0,0.0,B022,VAN MAXUS V80 2.5L 12 SEATER (VPD 5478),165472.0,146166.93
30000,300000240.0,0.0,B022,VAN MAXUS V80 2.5L 15 SEATER (VPD 5481),166472.0,147050.27
30000,300000011.0,0.0,B036,VM3724 NISSAN NAVARA NP300 DOUBLE CAB 2.5L,123691.59,1.0
30000,300000062.0,0.0,B036,WUS3784 NISSAN X-TRAIL 2.0L (A),123834.1,1.0
30000,300000119.0,0.0,B036,WC4187K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000144.0,0.0,B036,VBB3658 TOYOTA INNOVA 2.0,128704.87,1.0
30000,300000181.0,0.0,B036,VKR 3949 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000209.0,0.0,B036,VNF 347 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000228.0,0.0,B036,VPH 6112 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000199.0,0.0,B090,VGJ 205 TOYOTA CAMRY 2.5V AT,210256.0,122649.33
30000,300000231.0,0.0,B037,VPH 5961 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000232.0,0.0,B037,VPH 5981 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000219.0,0.0,B022,VNC 6657 HYUNDAI STARIA,222488.6,166866.45
30000,300000225.0,0.0,B038,VPH 5988 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000218.0,0.0,B056,VNE 9873 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000015.0,0.0,B037,VM3709 NISSAN NAVARA NP300 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000058.0,0.0,B037,WUP6470 NISSAN X-TRAIL 2.0L(A),123834.1,1.0
30000,300000074.0,0.0,B037,WWL5478 NISSAN X-TRAIL 2.0L,123734.1,1.0
30000,300000116.0,0.0,B037,WC166K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000182.0,0.0,B037,VKR 3953 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000197.0,0.0,B037,VLG 534 TOYOTA INNOVA 2.0V,170086.8,96382.52
30000,300000017.0,0.0,B055,VM3703 NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000120.0,0.0,B055,WC4185K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000161.0,0.0,B055,VCM 8925 NISSAN X-TRAIL 2.0,120211.2,1.0
30000,300000180.0,0.0,B055,VKR 3948 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000018.0,0.0,B041,QAA411S NISSAN X-TRAIL 2.5L CVT C/W,158780.33,1.0
30000,300000056.0,0.0,B041,WSQ6471 NISSAN X-TRAIL,135047.8,1.0
30000,300000072.0,0.0,B041,WUS9644 ISUZU D.MAX 3.0 4X4 MANUAL,94361.0,1.0
30000,300000080.0,0.0,B041,WWL5601 NISSAN X-TRAIL 2.0L,123734.1,1.0
30000,300000085.0,0.0,B041,WWR 5230 TOYOTA HILUX DOUBLE,103513.8,1.0
30000,300000110.0,0.0,B041,WCJ2035J TOYOTA HIACE WINDOW VAN 2.7,91967.83,1.0
30000,300000152.0,0.0,B041,VAY6532 NISSAN X-TRAIL 2.0,125882.2,1.0
30000,300000159.0,0.0,B041,VCM 7810 NISSAN X-TRAIL 2.5,143619.6,1.0
30000,300000173.0,0.0,B041,VJP 1792 TOYOTA FORTUNER 2.4,179275.6,68722.31
30000,300000194.0,0.0,B041,VLC 7554 TOYOTA FORTUNER 2.4L AT,192253.0,108943.37
30000,300000217.0,0.0,B041,VNL 2927 TOYOTA INNOVA ZENITH 2.0V,170573.5,133615.91
30000,300000234.0,0.0,B041,VPE 8920 TOYOTA FORTUNER 2.7 SRZ 4WD,212076.0,194403.0
30000,300000235.0,0.0,B041,VPE8941 TOYOTA FORTUNER 2.7 SRZ 4WD,212076.0,194403.0
30000,300000009.0,0.0,B056,NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD) VM3731,123691.59,1.0
30000,300000118.0,0.0,B056,WC164K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000129.0,0.0,B056,VB3744 TOYOTA INNOVA 2.0E (AT),104542.87,1.0
30000,300000183.0,0.0,B056,VKR 3926 HONDA CRV 1.5L TC-P (2WD),169353.0,81853.95
30000,300000226.0,0.0,B056,VPH 6050 HONDA CRV 1.5L E,175574.0,158016.6
30000,300000013.0,0.0,B071,NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD) QAA352S,126583.09,1.0
30000,300000070.0,0.0,B071,KENDERAAN ISUZU D-MAX 4x4 (M)- QAV4284,99136.5,1.0
30000,300000105.0,0.0,B071,NISSAN X-TRAIL 2.0L CVT WC4625D,136255.6,1.0
30000,300000107.0,0.0,B071,TOYOTA HILUX D/C 2.5 AT WC4266C,92187.22,1.0
30000,300000213.0,0.0,B071,VNL 1797 TOYOTA FORTUNER 2.7 SRZ A/T,203680.0,159549.33
30000,300000007.0,0.0,B043,QAA350S NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD),126583.09,1.0
30000,300000032.0,0.0,B043,WRH9474 NISSAN X-TRAIL,135047.8,1.0
30000,300000125.0,0.0,B043,WC6477K NISSAN X-TRAIL 2.0 CVT,130896.23,1.0
30000,300000132.0,0.0,B043,WA2418E TOYOTA FORTUNER 2.5G (D) A/T,170802.37,1.0
30000,300000196.0,0.0,B043,VLC 7544 TOYOTA FORTUNER 2.4L AT,192253.0,108943.37
30000,300000212.0,0.0,B043,VNL 1821 TOYOTA FORTUNER 2.7 SRZ A/T,203680.0,159549.33
30000,300000147.0,0.0,B083,VAY6541 NISSAN X-TRAIL 2.0,125882.2,1.0
30000,300000162.0,0.0,B083,VCM 7823 NISSAN NAVARA 2.5 (SIBU),114266.6,1.0
30000,300000164.0,0.0,B083,QS1824K TOYOTA FORTUNER 2.4 DIESEL,200575.6,1.0
30000,300000214.0,0.0,B083,VNL 3237 TOYOTA INNOVA ZENITH 2.0V,170573.5,133615.91
30000,300000075.0,0.0,B056,WWL5805 NISSAN X-TRAIL 2.5L,134447.8,1.0
30000,300000003.0,0.0,B040,VM3715 NISSAN NAVARA NP3000 DOUBLE CAB 2.5L (4WD),123691.59,1.0
30000,300000113.0,0.0,B040,WC2499K NISSAN X-TRAIL 2.0 CVT,130590.95,1.0
30000,300000149.0,0.0,B040,VAY6533 NISSAN X-TRAIL 2.0,125882.2,1.0
30000,300000160.0,0.0,B040,VCM 8905 NISSAN X-TRAIL 2.0,120211.2,1.0
30000,300000198.0,0.0,B040,VLG 1545 TOYOTA INNOVA 2.0V,170086.8,96382.52
30000,300000204.0,0.0,B040,VNF 208 HONDA CRV 1.5T E 2WD,166921.1,130754.86
30000,300000227.0,0.0,B040,VPH 6175 HONDA CRV 1.5L E,175574.0,158016.6
30000,,,,,25281465.24,8047670.97
40000,400001274.0,0.0,B044,CCTV - HD IR DOME CAMERA,4666.0,1.0
40000,400001984.0,0.0,B022,SHREDDER MACHINE,2350.0,900.83
40000,400001040.0,0.0,B038,RAK SERVER 42U,4365.0,1.0
40000,400001822.0,0.0,B038,CEILING CASSETE 2.0HP,2585.83,1.0
40000,400001823.0,0.0,B038,CEILING CASSETE 2.0HP,2585.83,1.0
40000,400002321.0,0.0,B096,65 INCH TV DISPLAY,5250.0,4112.5
40000,400002340.0,0.0,B099,INDOOR LED DISPLAY 3.84m(W) X 2.16m(H),478494.0,374820.3
40000,400000635.0,0.0,B044,SAMSUNG GALAXY NOTE 10:1,2575.0,1.0
40000,400000802.0,0.0,B044,WALKIE TALKIE XiR P8268 WITH U,2250.0,1.0
40000,400000803.0,0.0,B044,WALKIE TALKIE XiR P8268 WITH U,2250.0,1.0
40000,400001438.0,0.0,B044,KAMERA DIGITAL NIKON COOLPIX (P900),2950.0,1.0
40000,400001463.0,0.0,B044,MICROSOFT SURFACE PRO - ENFORCEMENT,5995.0,1.0
40000,400001464.0,0.0,B044,MICROSOFT SURFACE PRO - ENFORCEMENT,5995.0,1.0
40000,400000006.0,0.0,B098,UPS - 2KVA,6400.0,1.0
40000,400000019.0,0.0,B098,PABX SYSTEM ( PANASONIC NS 3200 PACKAGE ),11875.0,1.0
40000,400000020.0,0.0,B098,PABX SYSTEM ( PANASONIC NS 3200 PACKAGE ),11875.0,1.0
40000,400000445.0,0.0,B098,SISTEM PABX IBU PEJABAT,70000.0,1.0
40000,400000446.0,0.0,B098,SISTEM PABX CIDB KUALA LUMPUR,343020.0,1.0
40000,400000447.0,0.0,B098,SISTEM PABX CIDB HOLDING,25000.0,1.0
40000,400000838.0,0.0,B098,SISTEM PABX CIDB TERENGGANU,12600.0,1.0
40000,400000994.0,0.0,B098,CCTV BELCO 16 CHANNEL STANDALO,6404.5,1.0
40000,400000995.0,0.0,B098,CCTV BELCO 16 CHANNEL STANDALO,6404.5,1.0
40000,400001067.0,0.0,B098,AUTO ATTENDAN - VOICE MAIL SER,26200.0,1.0
40000,400001566.0,0.0,B098,"NEUROPOWER ( 2000 VA 19"" RACKMOUNT UPS )",4840.0,1.0
40000,400001571.0,0.0,B098,CISCO 52-PORT GB PoE MANAGE SWITCH,12700.0,1.0
40000,400000843.0,0.0,B030,PENGHAWA DINGIN ACSON 1.0 HP (WALL MOUNTED),2450.0,1.0
40000,400001048.0,0.0,B033,PENGHAWA DINGIN - 1.5HP BRAND,2510.0,1.0
40000,400001205.0,0.0,B033,PENGHAWA DINGIN 1.5HP,2109.0,1.0
40000,400001432.0,0.0,B033,KAMERA DIGITAL NIKON COOLPIX (P900),2950.0,1.0
40000,400001433.0,0.0,B033,KAMERA DIGITAL NIKON COOLPIX (P900),2950.0,1.0
40000,400001457.0,0.0,B033,MICROSOFT SURFACE PRO - ENFORCEMENT,5995.0,1.0
40000,400001458.0,0.0,B033,MICROSOFT SURFACE PRO - ENFORCEMENT,5995.0,1.0
40000,400001933.0,0.0,B033,2.0HP WALL MOUNTED AIR COND (NON INVERTER),3800.0,950.0
40000,400001934.0,0.0,B033,2.0HP WALL MOUNTED AIR COND (NON INVERTER),3800.0,950.0
40000,400001935.0,0.0,B033,2.0HP WALL MOUNTED AIR COND (NON INVERTER),3800.0,950.0
40000,400001936.0,0.0,B033,2.0HP WALL MOUNTED AIR COND (NON INVERTER),3800.0,950.0
40000,400001165.0,0.0,B072,AIR-CONDITIONING 2.0 HP L DAIK,5421.0,1.0
40000,400002003.0,0.0,B072,BARCODE PRINTER,3530.0,1353.17
40000,400000117.0,0.0,B039,PROFESSIONAL MIXING AMPLIFIER,2685.0,1.0
40000,400001304.0,0.0,B039,Heartsine Samaritan 350P AED,4550.0,1.0
40000,400001387.0,0.0,B039,LCD PROJECTOR EPSON EB-W05,2575.0,1.0
40000,400001609.0,0.0,B039,AUDIO CONFERENCE SYSTEM,7730.0,1.0
40000,400001870.0,0.0,B039,AVER VC520 PRO PROFESSIONAL CONFERENCING SYSTEM,12675.0,2112.5
40000,400001890.0,0.0,B039,DELL CONTROLLER VIDEO SYSTEM,3498.0,583.0
40000,400001909.0,0.0,B039,65-INCH 4K UHD LED TV,3598.0,599.67
40000,400001781.0,0.0,B041,1.0 HP WALL MOUNTED AIR COND,2278.0,1.0
40000,400000371.0,0.0,B049,CCTV SYSTEM - TKT. 5 12-11,6080.0,1.0
40000,400000983.0,0.0,B049,GLASS WRITING PANEL (FRAMELESS,2100.0,1.0
40000,400001042.0,0.0,B049,CCTV SYSTEM (PACKAGE) - 16CH D,8490.57,1.0
40000,400001570.0,0.0,B041,"NEUROPOWER ( 2000 VA 19"" RACKMOUNT UPS )",4840.0,1.0
40000,400001758.0,0.0,B041,18U FLOOR STANDING EQUIPMENT RACK,2200.0,1.0
40000,400000338.0,0.0,B034,DIGITAL FRANKING MACHINE NEOPO,4800.0,1.0
40000,400002183.0,0.0,B071,AIR CONDITIONER 2.0 HP WALL MOUNTED (DAIKIN),2700.0,1.0
40000,400000681.0,0.0,B039,LCD PROJEKTOR,5240.0,1.0
40000,400001814.0,0.0,B039,TREADMILL,5865.0,879.75
40000,400001815.0,0.0,B039,ALL IN 1 HOME GYM 150LB,2286.5,342.97
40000,400000026.0,0.0,B049,KAMERA DIGITAL SONY ILCE-A5000,2989.0,1.0
40000,400000055.0,0.0,B049,FREEMAN NOTE COUNTER (MODEL:KL2600C),3230.0,1.0
40000,400000372.0,0.0,B049,CARD ACCESS SYSTEM 12-11,11345.0,1.0
40000,400000394.0,0.0,B049,MESIN FAX - CANON L160 12-11,2000.0,1.0
40000,400000401.0,0.0,B049,PETI BESI-CHUBB FORTRESS SAFE,3990.0,1.0
40000,400000973.0,0.0,B049,SISTEM FINGERPRINT CIDB SELANGOR,8690.0,1.0
40000,400001044.0,0.0,B049,PA SYSTEM (PACKAGE) - PM1000 P,7924.53,1.0
40000,400001294.0,0.0,B049,Heartsine Samaritan 350P AED,4550.0,1.0
40000,400001340.0,0.0,B049,LCD TV TOUCHSCREEN,13500.0,1.0
40000,400001368.0,0.0,B049,QMS SYSTEM (SELANGOR),13900.0,1.0
40000,400001500.0,0.0,B049,FINGERPRINTS ATTENDENCE SYSTEM,8000.0,1.0
40000,400001503.0,0.0,B049,AIR-CONDITIONING 2.0 HP,2800.0,1.0
40000,400001597.0,0.0,B049,LCD PROJECTOR - EB - W05,2199.0,1.0
40000,400001854.0,0.0,B049,AVER VC520 PRO PROFESSIONAL CONFERENCING SYSTEM,12675.0,2112.5
40000,400002069.0,0.0,B049,85 INCH SMART TV,16399.0,11205.98
40000,400002070.0,0.0,B049,PORTABLE TV FLOOR STAND,2599.0,1775.98
40000,400002146.0,0.0,B049,1.5 HP CEILING CASSETTE AIRCOND (YORK),2800.0,1.0
40000,400002147.0,0.0,B049,2.0 HP CEILING CASSETTE AIRCOND (YORK),2200.0,1.0
40000,400002148.0,0.0,B049,1.0 HP WALL MOUNTED AIRCOND (YORK),2670.0,1.0
40000,400002151.0,0.0,B049,1.5 HP WALL MOUNTED AIRCOND (YORK),3000.0,1.0
40000,400002153.0,0.0,B049,1.5 HP WALL MOUNTED AIRCOND (YORK),3000.0,1.0
40000,400002155.0,0.0,B049,1.5 HP WALL MOUNTED AIRCOND (YORK),3000.0,1.0
40000,400002156.0,0.0,B049,1.5 HP WALL MOUNTED AIRCOND (YORK),3000.0,1.0
40000,400002158.0,0.0,B049,1.5 HP WALL MOUNTED AIRCOND (YORK),3000.0,1.0
40000,400002159.0,0.0,B049,2.0 HP WALL MOUNTED AIRCOND (YORK),3350.0,1.0
40000,400002160.0,0.0,B049,2.0 HP WALL MOUNTED AIRCOND (YORK),3350.0,1.0
40000,400002161.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002162.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002163.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002164.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002165.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002166.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002167.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002168.0,0.0,B049,2.5 HP WALL MOUNTED AIRCOND (YORK),3590.0,1.0
40000,400002169.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002170.0,0.0,B049,3.0 HP CEILING CASSETTE AIRCOND (YORK),5060.0,1.0
40000,400002276.0,0.0,B049,1.0 HP WALL MOUNTED AIR CONDITIONING,4200.0,3570.0
40000,400002277.0,0.0,B049,1.0 HP WALL MOUNTED AIR CONDITIONING,4200.0,3570.0
40000,400002342.0,0.0,B049,QUE MANAGEMENT SYSTEM,10141.2,8789.04
40000,400002408.0,0.0,B049,PABX SYSTEM,19992.6,19326.18
40000,400001668.0,0.0,B040,CEILING CASSETE TYPE,10600.0,1.0
40000,400001687.0,0.0,B040,CEILING CASSETE TYPE,10600.0,1.0
40000,400001354.0,0.0,B048,SAMSUNG 16CH CCTV SET,8740.0,1.0
40000,400001395.0,0.0,B030,CEILING CASSETTE 2.5HP,5630.1,1.0
40000,400001955.0,0.0,B030,2.0HP CEILING CASSETTE  AIR COND,4355.0,508.08
40000,400000527.0,0.0,B041,CCTV,5450.0,1.0
40000,400001172.0,0.0,B041,ICATCH 16 CHN AHD TVI 960H IP,2830.0,1.0
40000,400001748.0,0.0,B041,AIR CONDITIONING 2.5 HP CEILING (YORK),3024.75,1.0
40000,400001749.0,0.0,B041,AIR CONDITIONING 2.5 HP CEILING (YORK),3024.75,1.0
